Date,Ticker Pair,Traditional Spread,Traditional Z-score,Traditional Position,Return,Position,Strategy Return,Strategy Net Return
2018-01-31,AMD-NVDA,0.8156321908722795,,Buy,,1,,
2018-02-28,AMD-NVDA,0.7043115841068215,-0.7071067811865476,Buy,,1,,
2018-03-31,AMD-NVDA,0.5618217525508484,-1.038328460241888,Buy,,1,,
2018-04-30,AMD-NVDA,0.6704883813502738,-0.168124025096347,Buy,,1,,
2018-05-31,AMD-NVDA,0.7880000693841724,0.7918730469106529,Sell,,-1,,
2018-06-30,AMD-NVDA,0.9383449188554488,1.4721589678109854,Sell,,-1,,
2018-07-31,AMD-NVDA,1.1064519601815146,1.7070718904828317,Sell,,-1,,
2018-08-31,AMD-NVDA,1.286490554055678,1.777534495740116,Sell,,-1,,
2018-09-30,AMD-NVDA,1.490059550752677,1.821263477814481,Sell,,-1,,
2018-10-31,AMD-NVDA,1.2489716497908998,0.9362359892738914,Sell,,-1,,
2018-11-30,AMD-NVDA,1.6593750013889768,1.7644831996884038,Sell,,-1,,
2018-12-31,AMD-NVDA,1.7185575308777024,1.6014241711990025,Sell,,-1,,
2019-01-31,AMD-NVDA,1.923969996776487,1.7408178418190172,Sell,,-1,,
2019-02-28,AMD-NVDA,1.815659422268576,1.3364951202407307,Sell,,-1,,
2019-03-31,AMD-NVDA,1.7449757195654525,1.0933621093964387,Sell,,-1,,
2019-04-30,AMD-NVDA,1.8164275326851536,1.1503811685315932,Sell,,-1,,
2019-05-31,AMD-NVDA,2.0971134861157754,1.549922763827838,Sell,,-1,,
2019-06-30,AMD-NVDA,2.00706912096135,1.2663290931287043,Sell,,-1,,
2019-07-31,AMD-NVDA,1.982727475507606,1.142016479986308,Sell,,-1,,
2019-08-31,AMD-NVDA,2.021248358224722,1.143102414539664,Sell,,-1,,
2019-09-30,AMD-NVDA,1.9013859435003329,0.8761176698962018,Sell,,-1,,
2019-10-31,AMD-NVDA,1.9147879590487695,0.8653598957709935,Sell,,-1,,
2019-11-30,AMD-NVDA,1.9818569839668976,0.9521420145206836,Sell,,-1,,
2019-12-31,AMD-NVDA,2.0578869119207357,1.0490419046513697,Sell,,-1,,
2020-01-31,AMD-NVDA,2.077650482361065,1.0405417058506046,Sell,,-1,,
2020-02-29,AMD-NVDA,1.9111485191657285,0.701544134462597,Sell,,-1,,
2020-03-31,AMD-NVDA,1.9353968913510635,0.7271140409418945,Sell,,-1,,
2020-04-30,AMD-NVDA,1.9735604651843093,0.7783397991497891,Sell,,-1,,
2020-05-31,AMD-NVDA,1.8056561719878796,0.4398184714732396,Sell,,-1,,
2020-06-30,AMD-NVDA,1.715072601970593,0.254983430973465,Sell,,-1,,
2020-07-31,AMD-NVDA,1.9903510193325935,0.7906343092519267,Sell,,-1,,
2020-08-31,AMD-NVDA,1.9187509353434795,0.6308133282552312,Sell,,-1,,
2020-09-30,AMD-NVDA,1.8045730392973884,0.3892700802238082,Sell,,-1,,
2020-10-31,AMD-NVDA,1.795824477656771,0.3649508138487134,Sell,,-1,,
2020-11-30,AMD-NVDA,1.9364924081859871,0.64856412692795,Sell,,-1,,
2020-12-31,AMD-NVDA,1.9520870257790224,0.6680880172884488,Sell,,-1,,
2021-01-31,AMD-NVDA,1.8886185308451304,0.5227690858236121,Sell,,-1,,
2021-02-28,AMD-NVDA,1.8210430223716096,0.3706805859217124,Sell,,-1,,
2021-03-31,AMD-NVDA,1.7739950226393997,0.2638431322400345,Sell,,-1,,
2021-04-30,AMD-NVDA,1.695672643225298,0.0887404218293787,Sell,,-1,,
2021-05-31,AMD-NVDA,1.5975535614425875,-0.1304487143514077,Buy,,1,,
2021-06-30,AMD-NVDA,1.5487448782435471,-0.2386645987214897,Buy,,1,,
2021-07-31,AMD-NVDA,1.696919316062326,0.1017094855266724,Sell,,-1,,
2021-08-31,AMD-NVDA,1.600489789591594,-0.1218422713488572,Buy,,1,,
2021-09-30,AMD-NVDA,1.6047274742702693,-0.1106046411068184,Buy,,1,,
2021-10-31,AMD-NVDA,1.5499803757428054,-0.2385488769746612,Buy,,1,,
2021-11-30,AMD-NVDA,1.5801693994451034,-0.1639404279099668,Buy,,1,,
2021-12-31,AMD-NVDA,1.5895035370818844,-0.139705048168945,Buy,,1,,
2022-01-31,AMD-NVDA,1.5420412973661386,-0.2539048132839735,Buy,,1,,
2022-02-28,AMD-NVDA,1.622730398753852,-0.0525888683655322,Buy,,1,,
2022-03-31,AMD-NVDA,1.3896718826036762,-0.6298103346528766,Buy,,1,,
2022-04-30,AMD-NVDA,1.5300253485065065,-0.271995549889578,Buy,,1,,
2022-05-31,AMD-NVDA,1.6981577642804735,0.1556949706617579,Sell,,-1,,
2022-06-30,AMD-NVDA,1.6196759882770708,-0.0461248542907033,Buy,,1,,
2022-07-31,AMD-NVDA,1.6502675514195515,0.0331613771153184,Sell,,-1,,
2022-08-31,AMD-NVDA,1.728195399238268,0.235583737123534,Sell,,-1,,
2022-09-30,AMD-NVDA,1.6534842766201048,0.037360456492433,Sell,,-1,,
2022-10-31,AMD-NVDA,1.4939513900640606,-0.3852129882923777,Buy,,1,,
2022-11-30,AMD-NVDA,1.524099406994714,-0.3012432547052009,Buy,,1,,
2022-12-31,AMD-NVDA,1.489681608334398,-0.3909013937810342,Buy,,1,,
2023-01-31,AMD-NVDA,1.3479949411823982,-0.7681054092559916,Buy,,1,,
2023-02-28,AMD-NVDA,1.2200946668786048,-1.0988336442185542,Buy,,1,,
2023-03-31,AMD-NVDA,1.261510358062472,-0.9701403482505334,Buy,,1,,
2023-04-30,AMD-NVDA,1.17023454533985,-1.1966700797828995,Buy,,1,,
2023-05-31,AMD-NVDA,1.1399038729133857,-1.2537795425554012,Buy,,1,,
2023-06-30,AMD-NVDA,0.991120187054157,-1.6117342712193066,Buy,,1,,
2023-07-31,AMD-NVDA,0.8958818454228341,-1.8062029009538432,Buy,,1,,
2023-08-31,AMD-NVDA,0.7623008560816436,-2.071435671822201,Buy,,1,,
2023-09-30,AMD-NVDA,0.8607054158499654,-1.7635734030727075,Buy,,1,,
2023-10-31,AMD-NVDA,0.882328146904793,-1.662114224313885,Buy,,1,,
2023-11-30,AMD-NVDA,0.9523334195251904,-1.4546217280491185,Buy,,1,,
2023-12-31,AMD-NVDA,1.091176281956209,-1.0946770311984937,Buy,,1,,
2024-01-31,AMD-NVDA,1.0030163622625006,-1.2878190974797477,Buy,,1,,
2024-02-29,AMD-NVDA,0.8897629188145837,-1.5297333978471872,Buy,,1,,
2024-03-31,AMD-NVDA,0.6922465492459633,-1.9440698390496585,Buy,,1,,
2024-04-30,AMD-NVDA,0.6021799328740487,-2.0809038889029825,Buy,,1,,
2018-01-31,AMD-META,-2.605507100908043,,Buy,,1,,
2018-02-28,AMD-META,-2.684846319154196,-0.7071067811865495,Buy,,1,,
2018-03-31,AMD-META,-2.761585733612656,-0.9944016796545586,Buy,,1,,
2018-04-30,AMD-META,-2.755866263596301,-0.7369452687177868,Buy,,1,,
2018-05-31,AMD-META,-2.6320637959679005,0.7913887554963835,Sell,,-1,,
2018-06-30,AMD-META,-2.5574211206999986,1.3160744422125887,Sell,,-1,,
2018-07-31,AMD-META,-2.237619915976988,2.055682114743539,Sell,,-1,,
2018-08-31,AMD-META,-1.9385939887947603,2.0253619194497428,Sell,,-1,,
2018-09-30,AMD-META,-1.6675329739698834,1.9373371453600157,Sell,,-1,,
2018-10-31,AMD-META,-2.1158252336666483,0.7319478929391341,Sell,,-1,,
2018-11-30,AMD-META,-1.8825809920423588,1.1828735981459315,Sell,,-1,,
2018-12-31,AMD-META,-1.9555759726209956,0.9182775921945184,Sell,,-1,,
2019-01-31,AMD-META,-1.9164410282522044,0.9413235222548304,Sell,,-1,,
2019-02-28,AMD-META,-1.9212173488682576,0.8694323612404099,Sell,,-1,,
2019-03-31,AMD-META,-1.871971429991996,0.9320789954428188,Sell,,-1,,
2019-04-30,AMD-META,-1.9411564721696597,0.717940522220365,Sell,,-1,,
2019-05-31,AMD-META,-1.8631916878840864,0.8733019199797277,Sell,,-1,,
2019-06-30,AMD-META,-1.8445329934490489,0.8762899115071784,Sell,,-1,,
2019-07-31,AMD-META,-1.8482550247992893,0.8274903077191071,Sell,,-1,,
2019-08-31,AMD-META,-1.7708699664428176,0.9821045011667572,Sell,,-1,,
2019-09-30,AMD-META,-1.8105800136411256,0.8400119664933654,Sell,,-1,,
2019-10-31,AMD-META,-1.7266691219615105,1.0151537104360937,Sell,,-1,,
2019-11-30,AMD-META,-1.6343815080344548,1.1937156617813296,Sell,,-1,,
2019-12-31,AMD-META,-1.4939335607020143,1.4586807859979476,Sell,,-1,,
2020-01-31,AMD-META,-1.452972665547735,1.4611724323933002,Sell,,-1,,
2020-02-29,AMD-META,-1.4379656819467734,1.408843990618482,Sell,,-1,,
2020-03-31,AMD-META,-1.2948210162524538,1.6334637659881608,Sell,,-1,,
2020-04-30,AMD-META,-1.3581767572242285,1.4019052041357365,Sell,,-1,,
2020-05-31,AMD-META,-1.4265249707909842,1.1903271183141004,Sell,,-1,,
2020-06-30,AMD-META,-1.4576502420291615,1.0776920418707712,Sell,,-1,,
2020-07-31,AMD-META,-1.1819579561381015,1.6050261903928742,Sell,,-1,,
2020-08-31,AMD-META,-1.1672735721592575,1.5470821138230788,Sell,,-1,,
2020-09-30,AMD-META,-1.1566635309225797,1.4904442451230184,Sell,,-1,,
2020-10-31,AMD-META,-1.246522868022728,1.249661614537867,Sell,,-1,,
2020-11-30,AMD-META,-1.090270394958324,1.5016477165409778,Sell,,-1,,
2020-12-31,AMD-META,-1.0867244569918162,1.4422346222266134,Sell,,-1,,
2021-01-31,AMD-META,-1.099383423668388,1.3604642753106904,Sell,,-1,,
2021-02-28,AMD-META,-1.109913676191967,1.291228872476135,Sell,,-1,,
2021-03-31,AMD-META,-1.3175803644690165,0.861013606639644,Sell,,-1,,
2021-04-30,AMD-META,-1.3772950116394729,0.7283868228639272,Sell,,-1,,
2021-05-31,AMD-META,-1.4075087355505804,0.6564793388870572,Sell,,-1,,
2021-06-30,AMD-META,-1.3041170980012886,0.8463883037370054,Sell,,-1,,
2021-07-31,AMD-META,-1.2058411683235413,1.0193662273011372,Sell,,-1,,
2021-08-31,AMD-META,-1.2268319173786226,0.9556330082234308,Sell,,-1,,
2021-09-30,AMD-META,-1.1886903479682172,1.0090720720104542,Sell,,-1,,
2021-10-31,AMD-META,-0.9853069949048407,1.3732160354391396,Sell,,-1,,
2021-11-30,AMD-META,-0.7125261868737152,1.825294210201401,Sell,,-1,,
2021-12-31,AMD-META,-0.8443318703751315,1.5144192917252823,Sell,,-1,,
2022-01-31,AMD-META,-1.003942643713886,1.1794794300152138,Sell,,-1,,
2022-02-28,AMD-META,-0.5323536528150736,1.9710834715434349,Sell,,-1,,
2022-03-31,AMD-META,-0.7051335332161699,1.593830342958322,Sell,,-1,,
2022-04-30,AMD-META,-0.8472123025920357,1.301105965292916,Sell,,-1,,
2022-05-31,AMD-META,-0.6376994466168657,1.6191432656478275,Sell,,-1,,
2022-06-30,AMD-META,-0.7413554892120962,1.3957531266481342,Sell,,-1,,
2022-07-31,AMD-META,-0.516548601235618,1.7232781231410863,Sell,,-1,,
2022-08-31,AMD-META,-0.6474980100862853,1.4556181274760862,Sell,,-1,,
2022-09-30,AMD-META,-0.7567644383927288,1.241118618763547,Sell,,-1,,
2022-10-31,AMD-META,-0.434272463958659,1.7237359770521643,Sell,,-1,,
2022-11-30,AMD-META,-0.4148758759518394,1.6967287083757483,Sell,,-1,,
2022-12-31,AMD-META,-0.614776654485671,1.338054072181687,Sell,,-1,,
2023-01-31,AMD-META,-0.6795567525482227,1.207882911585469,Sell,,-1,,
2023-02-28,AMD-META,-0.7956239458528325,1.0038984866496663,Sell,,-1,,
2023-03-31,AMD-META,-0.766531768402416,1.033437996330799,Sell,,-1,,
2023-04-30,AMD-META,-0.9844844306652476,0.6742537541172252,Sell,,-1,,
2023-05-31,AMD-META,-0.8015080915782846,0.956179417471209,Sell,,-1,,
2023-06-30,AMD-META,-0.9193019442904848,0.756183226213337,Sell,,-1,,
2023-07-31,AMD-META,-1.0195333352486546,0.5873026998856298,Sell,,-1,,
2023-08-31,AMD-META,-1.0244917410390997,0.5735569096313635,Sell,,-1,,
2023-09-30,AMD-META,-1.0668003503554848,0.4995427456112817,Sell,,-1,,
2023-10-31,AMD-META,-1.113248415840963,0.4193223491740498,Sell,,-1,,
2023-11-30,AMD-META,-0.9886048738843956,0.6202610110799041,Sell,,-1,,
2023-12-31,AMD-META,-0.8712641663088183,0.8066470415390249,Sell,,-1,,
2024-01-31,AMD-META,-0.8396866177211386,0.8492868121779178,Sell,,-1,,
2024-02-29,AMD-META,-0.9307772079345068,0.6897102113877536,Sell,,-1,,
2024-03-31,AMD-META,-0.9860271392009424,0.5914427884814709,Sell,,-1,,
2024-04-30,AMD-META,-0.989795243279974,0.5799459332702036,Sell,,-1,,
2018-01-31,NVDA-TSLA,-1.357442948884817,,Buy,,1,,
2018-02-28,NVDA-TSLA,-1.3401352056550837,0.7071067811865475,Sell,,-1,,
2018-03-31,NVDA-TSLA,-1.1301838418469985,1.1519957557215823,Sell,,-1,,
2018-04-30,NVDA-TSLA,-1.2587514485104108,0.1242350846583309,Sell,,-1,,
2018-05-31,NVDA-TSLA,-1.1119080631416731,1.1138578169538729,Sell,,-1,,
2018-06-30,NVDA-TSLA,-1.3604960592696986,-0.8843453807592839,Buy,,1,,
2018-07-31,NVDA-TSLA,-1.1874258485950486,0.5774102880357691,Sell,,-1,,
2018-08-31,NVDA-TSLA,-1.0620880766408491,1.37170850327271,Sell,,-1,,
2018-09-30,NVDA-TSLA,-0.9304383599859328,1.7631091704989192,Sell,,-1,,
2018-10-31,NVDA-TSLA,-1.4599826786079166,-1.4649609533410397,Buy,,1,,
2018-11-30,NVDA-TSLA,-1.751921416473888,-2.165029651573091,Buy,,1,,
2018-12-31,NVDA-TSLA,-1.902442851219336,-2.0697970058189235,Buy,,1,,
2019-01-31,NVDA-TSLA,-1.7478398296938653,-1.3407265125735417,Buy,,1,,
2019-02-28,NVDA-TSLA,-1.717278882271989,-1.1302510194697242,Buy,,1,,
2019-03-31,NVDA-TSLA,-1.4317525223576903,-0.1681201176209231,Buy,,1,,
2019-04-30,NVDA-TSLA,-1.264640900095069,0.3977366365394804,Sell,,-1,,
2019-05-31,NVDA-TSLA,-1.2993756853036398,0.2653162835816103,Sell,,-1,,
2019-06-30,NVDA-TSLA,-1.2947960276544646,0.2740641605522808,Sell,,-1,,
2019-07-31,NVDA-TSLA,-1.3459160426038006,0.078421329865755,Sell,,-1,,
2019-08-31,NVDA-TSLA,-1.2836069888510706,0.3126499086862394,Sell,,-1,,
2019-09-30,NVDA-TSLA,-1.31064221138296,0.1998252385799023,Sell,,-1,,
2019-10-31,NVDA-TSLA,-1.4347568268845157,-0.3005908562388623,Buy,,1,,
2019-11-30,NVDA-TSLA,-1.4053171543809009,-0.1735922326256,Buy,,1,,
2019-12-31,NVDA-TSLA,-1.5605139963981682,-0.8084998090895807,Buy,,1,,
2020-01-31,NVDA-TSLA,-1.9973015983647755,-2.312356766467107,Buy,,1,,
2020-02-29,NVDA-TSLA,-1.8900988308595117,-1.7418614382308482,Buy,,1,,
2020-03-31,NVDA-TSLA,-1.6715657448725505,-0.9055382566211836,Buy,,1,,
2020-04-30,NVDA-TSLA,-1.9684957904897624,-1.8352366150059691,Buy,,1,,
2020-05-31,NVDA-TSLA,-1.8397642655923157,-1.3159323866805008,Buy,,1,,
2020-06-30,NVDA-TSLA,-2.0286565782408186,-1.819215298315162,Buy,,1,,
2020-07-31,NVDA-TSLA,-2.198887590651589,-2.1497055624375965,Buy,,1,,
2020-08-31,NVDA-TSLA,-2.5225016106299654,-2.6976775605978784,Buy,,1,,
2020-09-30,NVDA-TSLA,-2.360843668383889,-2.0650085200620425,Buy,,1,,
2020-10-31,NVDA-TSLA,-2.3369732627577022,-1.8645493378389424,Buy,,1,,
2020-11-30,NVDA-TSLA,-2.6503601291634555,-2.3696038385527083,Buy,,1,,
2020-12-31,NVDA-TSLA,-2.8939910044261765,-2.5865678233845544,Buy,,1,,
2021-01-31,NVDA-TSLA,-3.016345168937319,-2.5331690828746325,Buy,,1,,
2021-02-28,NVDA-TSLA,-2.8010140178584013,-1.9790314661389372,Buy,,1,,
2021-03-31,NVDA-TSLA,-2.816467452999069,-1.884502991375388,Buy,,1,,
2021-04-30,NVDA-TSLA,-2.759461899289728,-1.694763821928558,Buy,,1,,
2021-05-31,NVDA-TSLA,-2.554018680248096,-1.2986643104320832,Buy,,1,,
2021-06-30,NVDA-TSLA,-2.429234282182776,-1.0595737218380998,Buy,,1,,
2021-07-31,NVDA-TSLA,-2.465702428216725,-1.092150397231165,Buy,,1,,
2021-08-31,NVDA-TSLA,-2.3957226319907208,-0.9529077263675684,Buy,,1,,
2021-09-30,NVDA-TSLA,-2.525839773924685,-1.1418131350944505,Buy,,1,,
2021-10-31,NVDA-TSLA,-2.67767393204877,-1.3528891017017937,Buy,,1,,
2021-11-30,NVDA-TSLA,-2.45957336966658,-0.9695491100743492,Buy,,1,,
2021-12-31,NVDA-TSLA,-2.4847545326304683,-0.990353677108866,Buy,,1,,
2022-01-31,NVDA-TSLA,-2.547424359188162,-1.0703421092015457,Buy,,1,,
2022-02-28,NVDA-TSLA,-2.4781607392789065,-0.9372215946744832,Buy,,1,,
2022-03-31,NVDA-TSLA,-2.579088993041668,-1.0812162384972173,Buy,,1,,
2022-04-30,NVDA-TSLA,-2.752029202075541,-1.330986336329627,Buy,,1,,
2022-05-31,NVDA-TSLA,-2.6069724555401548,-1.0698942374388547,Buy,,1,,
2022-06-30,NVDA-TSLA,-2.696534357527611,-1.1894328239726726,Buy,,1,,
2022-07-31,NVDA-TSLA,-2.7962222559893983,-1.3182586564994048,Buy,,1,,
2022-08-31,NVDA-TSLA,-2.906061462696791,-1.4541521862605613,Buy,,1,,
2022-09-30,NVDA-TSLA,-3.0853242969749526,-1.682107562902877,Buy,,1,,
2022-10-31,NVDA-TSLA,-2.825933322248812,-1.244142982432998,Buy,,1,,
2022-11-30,NVDA-TSLA,-2.4436053886615463,-0.6358928508361649,Buy,,1,,
2022-12-31,NVDA-TSLA,-2.132485829704474,-0.1434210085882145,Buy,,1,,
2023-01-31,NVDA-TSLA,-2.1830712746289955,-0.2220612370620002,Buy,,1,,
2023-02-28,NVDA-TSLA,-2.182444872048418,-0.2192075465124807,Buy,,1,,
2023-03-31,NVDA-TSLA,-2.0113794043512443,0.0570736105553381,Sell,,-1,,
2023-04-30,NVDA-TSLA,-1.7792043318190447,0.4317074624856268,Sell,,-1,,
2023-05-31,NVDA-TSLA,-1.6852179386849206,0.5799775069244681,Sell,,-1,,
2023-06-30,NVDA-TSLA,-1.8231777056424487,0.3493653351251553,Sell,,-1,,
2023-07-31,NVDA-TSLA,-1.7450385755999085,0.4748181058561727,Sell,,-1,,
2023-08-31,NVDA-TSLA,-1.6547763171465355,0.619302988243818,Sell,,-1,,
2023-09-30,NVDA-TSLA,-1.7500660679584383,0.4553289769536267,Sell,,-1,,
2023-10-31,NVDA-TSLA,-1.59478015165929,0.7098485492587832,Sell,,-1,,
2023-11-30,NVDA-TSLA,-1.6361936118997191,0.6333577713980917,Sell,,-1,,
2023-12-31,NVDA-TSLA,-1.6133207792599946,0.665553958006652,Sell,,-1,,
2024-01-31,NVDA-TSLA,-1.1135574928387584,1.485575072529848,Sell,,-1,,
2024-02-29,NVDA-TSLA,-0.9371844250724352,1.7349419277893654,Sell,,-1,,
2024-03-31,NVDA-TSLA,-0.6658612068543341,2.10639479324908,Sell,,-1,,
2024-04-30,NVDA-TSLA,-0.7938727908310366,1.8417909000022483,Sell,,-1,,
